id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender,deezerFans,id_artist_discogs,dbp_genre
56d7e9246b60c09814f93e65,A Broken Silence,"Australia, New South Wales, Sydney","Alternative Rock, Hip Hop",Death Row Records,,FALSE,,,,767,2495531,NA
56d7e9446b60c09814f93ebf,A Gun Called Tension,"United States, Washington","Dancehall, Electronic, Hip Hop, Rock",Cold Crush,Group,FALSE,,,,5,362268,"Hip hop music, Electronic music, Dancehall, Ragga"
56d7e9cc6b60c09814f93f74,A$AP Rocky,"United States, New York, New York City",Hip Hop,"Sony Music Entertainment, RCA Records",Person,FALSE,1988-10-03,,Male,867849,2409771,"Cloud rap, Hip hop music"
56d7e9d76b60c09814f93f8e,A.B.N.,"United States, Texas, Houston",Hip Hop,Rap-A-Lot Records,Group,FALSE,,,,12616,647499,"Hip hop music, Southern hip hop"
56d7e9e36b60c09814f93faa,A.L.T.,"United States, California, El Monte",Hip Hop,Atco Records,Person,FALSE,1970-05-17,,Male,304,331447,Latin hip hop
56d7e9ea6b60c09814f93fbb,A04,"Finland, Uusimaa, Porvoo",Hip Hop,NA,,FALSE,,,,NULL,1556376,NA
56d7e9de6b60c09814f93f9f,A.i.d.S.,"Germany, Berlin, Berlin","Hip Hop, Gangsta Rap",Aggro Berlin,Group,FALSE,1997,,,NULL,521356,German hip hop
56d7eac926a8a3040c6869cb,Aaron Neville,"United States, Louisiana, New Orleans","R&B, Soul, Gospel",A&M Records,Person,FALSE,1941-01-24,,Male,9053,15261,"Rhythm and blues, Country music, Pop music, Jazz, Gospel music, Soul music"
56d7eaf726a8a3040c686a2a,Abd Al Malik,"France, Alsace, Strasbourg",Hip Hop,Atmosphériques,Person,FALSE,1975-03-14,,Male,51151,353446,NA
56d7ef6b56847be81b3e8c5f,Afrika Bambaataa,"United States, New York, The Bronx","Hip Hop, Electro",Boo-Hooray Records,Person,FALSE,1957-04-19,,Male,11734,17531,"Electro house, Hip hop music, Electro (music), Breakbeat, Electronic music"
56d7ef8756847be81b3e8c69,Afrob,"Germany, Baden-Württemberg, Stuttgart",Hip Hop,Four Music,Person,FALSE,1977-08-01,,Male,9448,51371,NA
56d7eb2e26a8a3040c686a7a,ABK,"United States, Michigan, Detroit",Hip Hop,Native World Inc.,Person,FALSE,1973-06-26,,Male,1149,NULL,Hip hop music
56d7e9b76b60c09814f93f46,A Taste Of Honey,"United States, California, Los Angeles","R&B, Disco, Adult Contemporary","One Way Records, Capitol Records",Group,TRUE,1971,1982,,4329,60910,"Adult contemporary music, Disco"
56d7eafb26a8a3040c686a35,Abdullah (BR),"Brazil, Rio de Janeiro, Niterói","Singer-Songwriter, Pop, R&B, Soul, Brazilian, Funk Melody","Polydor, Continental",,FALSE,,,,6,1298671,NA
56d7eb3226a8a3040c686a81,ABN,Belgium,Hip Hop,ARS Productions Records,Group,FALSE,1997,,,623,378109,NA
56d7eb4326a8a3040c686aa8,Abra,Philippines,Hip Hop,Artifice Records,Person,FALSE,,,Male,26774,NULL,"Pinoy hip hop, Alternative hip hop"
56d7effc56847be81b3e8d5d,Ahmaad Aspen,"The Bahamas, Grand Bahama, Freeport","Pop, R&B, Country, Hip Hop","Ahmaad Records, Music Kickup Records",Person,FALSE,1995-02-14,,Male,8,3919981,NA
56d7f03a56847be81b3e8dd1,AJ,"United States, Illinois, Chicago",Hip Hop,Wine-O Records,Person,FALSE,,,,22900,219833,NA
56d7e9f46b60c09814f93fd2,Aaradhna,"New Zealand, Porirua","Pop, R&B, Soul",Dawn Raid Entertainment,Person,FALSE,1983-12-20,,Female,2257,383627,"Soul music, Pop music, Rhythm and blues"
56d7f04856847be81b3e8dea,Ak'Sent,"United States, California, Los Angeles","Hip Hop, R&B","Capitol Records, Avex Trax",,FALSE,,,,229,693671,NA
56d7f07756847be81b3e8e09,Aketo,"France, Île-de-France, Deuil-la-Barre",French Hip Hop,Desh Musique,Person,FALSE,1980-08-30,,Male,24907,653191,NA
56d7ee4c56847be81b3e8a3d,Ace Wilder,"Sweden, Stockholm","Pop, Hip Hop","EMI, Warner Music Sweden",Person,FALSE,1982-07-23,,Female,39151,3150155,"Hip hop music, Electropop, Pop music"
56d7f0a856847be81b3e8e5e,Al Green,"United States, Arkansas, Forrest City","Soul, Gospel, R&B","Hi, Motown, Myrrh Records",Person,FALSE,1946-04-13,,Male,207241,25261,"Soul music, Rhythm and blues, Smooth soul, Gospel music, Blues"
56d7f0e256847be81b3e8e9c,Alamaa & Solonen,"Finland, Uusimaa, Helsinki",Hip Hop,NA,,FALSE,,,,NULL,NULL,NA
56d7ee7856847be81b3e8ab8,Action Adventure World,"United States, Michigan, Flint","Hip Hop, Comedy, Rock, Nerdcore Hip Hop",NA,Person,FALSE,,,Male,NULL,NULL,NA
56d7ef6356847be81b3e8c4b,Afgan,"Indonesia, Jakarta","Nu Jazz, Pop, R&B",NA,,FALSE,,,,4610,NULL,NA
56d7ee8656847be81b3e8ad8,Active Member,"Greece, Attica, Athens",Hip Hop,"Warner Bros. Records, Freestyle Productions",Group,FALSE,1992-06-20,,,5810,146479,Low Bap
56d7ef3856847be81b3e8be8,Advanced Chemistry,"Germany, Baden-Württemberg, Heidelberg",Hip Hop,NA,Group,FALSE,1987,,,NULL,61022,NA
56d7ef8d56847be81b3e8c72,Afroman,"United States, California, Palmdale","Hip Hop, Comedy","Hungry Hustler Records, Universal Records",Person,FALSE,1974-07-29,,Male,34959,60021,"Hip hop music, West Coast hip hop, G-funk"
56d7efa356847be81b3e8cb4,Agallah,"United States, New York, Brownsville",Hip Hop,Game Recordings,Person,FALSE,1974-02-17,,Male,NULL,174964,Hip hop music
56d7eec856847be81b3e8b30,Adam Tensta,"Sweden, Stockholm, Tensta",Hip Hop,K-Werks,Person,FALSE,1983-08-01,,Male,2577,1083596,Hip hop music
56d7ef8556847be81b3e8c67,Afro-Rican,"United States, Florida, Miami","Hip Hop, Miami Bass","Suntown Records, Hip Rock Records",Group,FALSE,,,,135,64613,"Hip hop music, Miami bass"
56d7effb56847be81b3e8d5a,Ahmad,"United States, California, Los Angeles",Hip Hop,Reprise Records,Person,FALSE,1975-10-12,,Male,18,190399,Hip hop music
56d7ef4b56847be81b3e8c21,Aer,"United States, Massachusetts, Wayland",Hip Hop,NA,Group,FALSE,,,,6425,3642184,"Alternative rock, Hip hop music, Reggae, Pop music"
56d7ef6756847be81b3e8c53,Aesop Rock,"United States, New York, New York City","Underground Hip Hop, Alternative Hip Hop, Hip Hop","Mush Records, Definitive Jux",Person,FALSE,1976-05-11,,Male,13456,28104,Hip hop music
56d7f08056847be81b3e8e1c,Akir,"United States, New York, Buffalo","Hip Hop, Political Hip Hop","Viper Records, Babygrande Records, Koch Records",Person,FALSE,,,Male,118,203737,"Political hip hop, Hip hop music"
56d7f0b156847be81b3e8e68,Al Jarreau,"United States, Wisconsin, Milwaukee","Jazz, Vocal, Bebop, Funk, Smooth Jazz, Pop Rock, R&B, Soul, Vocalese","GRP Records, Rhino Records, Warner Bros. Records",Person,TRUE,1940-03-12,2017-02-12,Male,191764,63628,"Rhythm and blues, Soul music, Jazz"
56d7f0a956847be81b3e8e5f,Al Hudson,"United States, Michigan, Detroit","R&B, Funk, Soul",MCA Records,,FALSE,,,,240,220048,NA
56d7f0dd56847be81b3e8e98,Alaine,"United States, New Jersey","Dancehall, R&B, Reggae, Ska",Chimney Records,Person,FALSE,1978-09-21,,Female,37557,674318,"Ska, Dancehall, Contemporary R&B, Reggae"
56d7efc256847be81b3e8d0d,Agnes,"Sweden, Västergötland, Vänersborg","Pop, Dance, R&B, Electropop","Ariola, Columbia, Roxy Recordings",Person,FALSE,1988-03-06,,Female,9507,848025,NA
56d7f12a56847be81b3e8efe,Albert King,"United States, Indiana, Indianapolis","Blues, Memphis Blues, R&B","Stax Records, King Records",Person,TRUE,1923-04-25,1992-12-21,Male,188097,137224,Blues
56d7f03a56847be81b3e8dcf,Aivovuoto,"Finland, Uusimaa, Helsinki",Hip Hop,NA,,FALSE,,,,504,NULL,NA
56d7f3ef53a7ddfc01f8f993,Alexandra Burke,"England, London, Islington",R&B,Syco Music,Person,FALSE,1988-08-25,,Female,125878,1345337,"Soul music, Contemporary R&B, Pop music"
56d7f08d56847be81b3e8e32,Akrobatik,"United States, Massachusetts, Boston",Hip Hop,"Definitive Jux, Fat Beats Records, Rawkus",Person,FALSE,,,Male,1233,53566,"Hip hop music, East Coast hip hop, Alternative hip hop"
56d7f09456847be81b3e8e40,Al Anderson,"United States, Connecticut, Windsor","Country, Rock, R&B, Boogie","AAM Records, Imprint Records, Legacy, Rykodisc, Vanguard Records",Person,FALSE,,,Male,350,553182,"Country music, Rock music"
56d7f43753a7ddfc01f8fa07,Alias (US),"United States, Maine, Hollis",Alternative Hip Hop,"Anticon, Mush Records",Person,FALSE,,,Male,58475,48536,"Hip hop music, Hip hop production"
56d7f43c53a7ddfc01f8fa11,Alice (JP),"Japan, Fukushima, Iwaki","J-Pop, R&B",SME Records Inc.,,FALSE,,,,NULL,NULL,NA
56d7f42553a7ddfc01f8f9e9,Ali (FR),"France, Île-de-France, Hauts-de-Seine",Hip Hop,45 Scientific,Person,FALSE,1975,,Male,NULL,475330,NA
56d7f42753a7ddfc01f8f9ed,Ali,"United States, Missouri, St. Louis",Hip Hop,"Derrty Entertainment, Universal Records",Person,FALSE,1971-07-13,,Male,4558,164904,"Rhythm and blues, Pop-rap, Hip hop music"
56d7f63553a7ddfc01f8fd62,Amos Milburn,"United States, Texas, Houston","Blues, R&B, Boogie Woogie, Jump Blues","Aladdin Records, Bear Family Records",Person,TRUE,1927-04-01,1980-01-03,Male,813,322292,"Jump blues, Boogie-woogie, Rhythm and blues"
56d7f63853a7ddfc01f8fd68,Amos Lee,"United States, Pennsylvania, Philadelphia","Soul, R&B, Folk, Singer-Songwriter",Blue Note,Person,FALSE,1977-06-22,,Male,61976,314211,"Soul music, Folk music"
56d7f43853a7ddfc01f8fa09,Alias: Mic-Guyton,"United States, Texas, Dallas","R&B, Soul, Hip Hop",Independent,,FALSE,,,,NULL,NULL,NA
56d7f4be53a7ddfc01f8fac8,All Saints,"England, London","Hip Hop, Dance, R&B, Urban Contemporary","London Records, Parlophone",Group,FALSE,1993,,,11834,10784,"Dance music, Pop music, Hip hop music, Soul music, Contemporary R&B"
56d7f69353a7ddfc01f8fddd,Ana Tijoux,Chile,"Hip Hop, Pop, Trip Hop, Contemporary R&B, R&B","Nacional Records, Relativity Records",Person,FALSE,1977-06-12,,Female,11887,469819,"Hip hop music, Trip hop, Pop music, Contemporary R&B, Urban contemporary"
56d7f3af53a7ddfc01f8f8e8,Alesha Dixon,"England, Hertfordshire, Welwyn Garden City","Pop, R&B, Soul, Funk","Polydor, Asylum Records",Person,FALSE,1978-10-07,,Female,35845,530943,NA
56d7f50c53a7ddfc01f8fb34,Allschwil Posse,"Switzerland, Basel-Landschaft, Allschwil",Hip Hop,NA,Group,FALSE,,,,NULL,2072261,NA
56d7f42153a7ddfc01f8f9dc,Algebra,"United States, Georgia, Atlanta","R&B, Neo Soul",BBE,Person,FALSE,1976,,Female,286,366472,"Contemporary R&B, Neo soul"
56d7f59053a7ddfc01f8fc38,Amanda Marshall,"Canada, Ontario, Toronto","Adult Contemporary, R&B",NA,Person,FALSE,1972-08-29,,Female,1900,257385,"Soft rock, Rhythm and blues"
56d7f5af53a7ddfc01f8fc88,Amber,"The Netherlands, Gelderland, Ubbergen","Eurodance, House, R&B, Pop Rock",Tommy Boy,Person,FALSE,1969-05-09,,Female,1788,5391,NA
56d7f4e353a7ddfc01f8fb14,Allen Toussaint,"United States, Louisiana, New Orleans","R&B, Soul, Jazz, Funk, Blues","RCA Victor, Reprise Records, Elektra, Warner Bros. Records, Nonesuch",Person,TRUE,1938-01-14,2015-11-10,Male,6292,136135,"Southern soul, Jazz, Blues, Soul music, Funk, Rhythm and blues"
56d7f61053a7ddfc01f8fd07,AMG,"United States, New York, Brooklyn",Hip Hop,Getti Records,Person,FALSE,1970-09-29,,Male,528,100751,Hip hop music
56d7f63553a7ddfc01f8fd60,Amos Garrett,"Canada, Ontario, Toronto","Blues, Pop, Jazz, R&B, Rock","Stony Plain Records, Dreamsville Records",Person,FALSE,1941-11-26,,Male,51,370606,"Jazz, Blues, Rock and roll, Country rock, Rhythm and blues"
56d7f51d53a7ddfc01f8fb5e,Aloe Blacc,"United States, California, Orange County","Soul, R&B, Jazz, Hip Hop, Funk","Interscope Records, Stones Throw Records, Vertigo",Person,FALSE,1979-01-07,,Male,200980,191200,"Hardcore hip hop, Jazz, Underground hip hop, Contemporary R&B, Funk, Hip hop music, Soul music"
56d7f75853a7ddfc01f8ff14,Andrew Huang,"Canada, Ontario, Toronto","Hip Hop, Electronic, Pop",Independent,Person,FALSE,,,Male,1884,2597127,NA
56d7f67053a7ddfc01f8fda7,Amy Winehouse,"England, London, Southgate","R&B, Soul, Jazz, Pop","Island Records, Republic Records, Universal Republic",Person,TRUE,1983-09-14,2011-07-23,Female,2468178,151223,NA
56d7f77953a7ddfc01f8ff4b,André 3000,"United States, Georgia, Atlanta","Funk, Hip Hop, Soul","GOOD Music, LaFace",Person,FALSE,1975-05-27,,Male,567,170365,NA
56d7f6f953a7ddfc01f8fe8f,Anderson East,"United States, Alabama, Athens","R&B, Pop",Elektra,Person,FALSE,1987,,Male,651,3524239,"Pop music, Rhythm and blues"
56d7f6f953a7ddfc01f8fe92,Anders Osborne,"Sweden, Bohuslän, Uddevalla","Blues, Rock, R&B","Alligator Records, OKeh, Shanachie",Person,FALSE,1966-05-04,,Male,958,352411,NA
56d7f7b353a7ddfc01f8ffa7,Andy Mineo,"United States, New York, New York City",Christian Hip Hop,Reach Records,Person,FALSE,1988-04-17,,Male,49455,2566350,"Hip hop music, Christian hip hop"
56d7f80d53a7ddfc01f9000b,Angela Bofill,"United States, New York, The Bronx","R&B, Jazz, Dance","Arista, Capitol Records, Jive Records, Shanachie",Person,FALSE,1954-05-02,,Female,834,180922,"Contemporary R&B, Jazz, Dance music"
56d7f81353a7ddfc01f9001f,Angela Winbush,"United States, Missouri, St. Louis",R&B,"Elektra, Hip-O, Island Records, Mercury Records",Person,FALSE,1955-01-28,,Female,659,113467,"Contemporary R&B, Soul music"
56d7fa8053a7ddfc01f90405,Are,"Finland, Central Finland, Jyväskylä",Hip Hop,Skill Street Entertainment,Person,FALSE,,,Male,68,1248419,NA
56d7f89b53a7ddfc01f90111,Ann Cole,"United States, New Jersey, Newark","Soul, R&B, Gospel",MGM Records,Person,TRUE,1934-01-24,1986-11,Female,46,681799,"Rhythm and blues, Gospel music, Soul music"
56d7fa8653a7ddfc01f9040e,Arecee,"United States, Iowa",Underground Hip Hop,NA,,FALSE,,,,10,356625,NA
56d7faa353a7ddfc01f90428,Aretha Franklin,"United States, Tennessee, Memphis","Soul, R&B, Jazz, Blues, Gospel","Arista, Columbia, Atlantic Records, EMI",Person,FALSE,1942-03-25,,Female,1031038,38863,NA
56d7faaa53a7ddfc01f9043a,Ariana Grande,"United States, Florida, Boca Raton","Pop, R&B",Republic Records,Person,FALSE,1993-06-26,,Female,4368818,3310737,NA
56d7fc7b53a7ddfc01f9070c,Atmosphere,"United States, Minnesota, Minneapolis",Hip Hop,"Rhymesayers Entertainment, Warner Music Group, Epitaph Records, Fat Beats Records",Group,FALSE,1994,,,29834,57765,Hip hop music
56d7fb0553a7ddfc01f904ba,Army Of The Pharaohs,"United States, Pennsylvania, Philadelphia","Hip Hop, Underground Hip Hop, Hardcore Hip Hop","Babygrande Records, Enemy Soil",Group,FALSE,1998,,,73977,201373,"Political hip hop, Hip hop music, Underground hip hop, Hardcore hip hop"
56d7fdb253a7ddfc01f908ec,AZEB Guys,"Belgium, Antwerp, Mechelen","Hip Hop, R&B",Tormy Van Cool,,FALSE,,,,NULL,NULL,NA
56d7fdb553a7ddfc01f908f1,Azealia Banks,"United States, New York, Harlem","Alternative Hip Hop, Experimental, Hip House","Interscope Records, Polydor",Person,FALSE,1991-05-31,,Female,134673,1926684,NA
56d7fdf953a7ddfc01f90946,B.A.M.A.,United States,Southern Hip Hop,Hot Tracks,Group,FALSE,2004-07,,,9,2660846,NA
56d7fe1c53a7ddfc01f90959,B.G. The Prince Of Rap,"United States, Washington, D.C.","Hip Hop, Eurodance","Dance Pool, Epic Records",Person,FALSE,,,,661,42554,"Hip hop music, Eurodance, Techno, House music"
56d7fe2953a7ddfc01f90966,B.V.S.M.P.,"United States, Florida, Miami",Pop-Rap,BCM Records,Group,FALSE,,,,95,77837,NA
56d7fe2e53a7ddfc01f90971,B5,"United States, Florida, St. Petersburg",R&B,"Bad Boy Records, Motown",Group,FALSE,,,,1614,673612,"Hip hop music, Contemporary R&B"
56d7fe3253a7ddfc01f9097c,B.B. King,"United States, Mississippi, Itta Bena","R&B, Blues, Memphis Blues, Blues Rock","Geffen Records, Interscope Records, Universal Records, RPM Records, Crown Records, ABC Records, MCA Records, Reprise Records, Warner Bros. Records, Virgin Records, EMI",Person,TRUE,1925-09-16,2015-05-14,Male,839076,37729,"Blues rock, Rhythm and blues, Blues"
56d7fe4453a7ddfc01f9099c,Baby D,"United States, Georgia, Atlanta",Hip Hop,Big Oomp Records,Person,FALSE,1984-11-05,,Male,752,237908,Hip hop music
56d7fe4453a7ddfc01f9099f,Baby DC,"United States, California, Oakland",Hip Hop,Jive Records,Person,FALSE,,,,296,551209,NA
56d7fb6c53a7ddfc01f90556,Artists Stand Up To Cancer,United States,"Pop, Hip Hop",Island Def Jam Music Group,,FALSE,,,,870,NULL,NA
56d7fd7453a7ddfc01f90878,Awa,"Sweden, Stockholm","Soul, Pop, R&B",Sony Music,,FALSE,,,,202,2451603,NA
56d7fd7e53a7ddfc01f90894,Awol One,"United States, California, Los Angeles",Hip Hop,"Mush Records, Fake Four Inc.",Person,FALSE,,,Male,NULL,57509,"Alternative hip hop, Underground hip hop"
56d7fd8053a7ddfc01f90896,Awol One & Daddy Kev,"United States, California",Hip Hop,Alpha Pup Records,,FALSE,,,,224,NULL,NA
56d7fe4e53a7ddfc01f909b5,Babyface,"United States, Indiana, Indianapolis","New Jack Swing, R&B, Soul",Epic Records,Person,FALSE,1959-04-10,,Male,166363,50703,"Soul music, Contemporary R&B, Soft rock, New jack swing, Hip hop soul"
56d7fb7653a7ddfc01f9056d,Aryay,United States,"Electronic, Hip Hop",OWSLA,Person,FALSE,,,Male,2677,4003774,NA
56d7fb8753a7ddfc01f90590,Asa,"Finland, Uusimaa, Helsinki",Hip Hop,Roihis Musica,Person,FALSE,,,Male,95160,222365,NA
56d7fb9153a7ddfc01f905a5,ASD,Germany,Hip Hop,Capitol Records,Group,FALSE,,,,5538,257152,NA
56d7fbab53a7ddfc01f905ce,Ashanti,"United States, New York, Glen Cove",R&B,"Jive Records, Epic Records",Person,FALSE,1980-10-13,,Female,174163,39455,"Pop music, Hip hop music, Hip hop soul, Contemporary R&B"
56d7feb153a7ddfc01f90a43,Baha Men,"The Bahamas, Nassau","World Music, Junkanoo, Dance, Pop, Reggae Fusion, Reggae, Soca, Hip Hop, Pop-Rap","EMI, Rough Trade, S-Curve Records, Sony Music Entertainment",Group,FALSE,1991,,,1912,18060,"Pop music, Junkanoo, Reggae fusion, Dance music, World music"
56d7fdae53a7ddfc01f908e5,Azad,"Germany, Hesse, Frankfurt am Main",Hip Hop,Bozz Music,Person,FALSE,1973-11-24,,Male,68503,86470,NA
56d7fdf153a7ddfc01f90932,B-Real,"United States, California, South Gate",Hip Hop,Columbia,Person,FALSE,1970-06-02,,Male,9197,53119,Hip hop music
56d7fec453a7ddfc01f90a69,Balance And The Traveling Sounds,"United States, California, Los Angeles","Soul, Hip Hop, Jazz, Funk",NA,,FALSE,,,,NULL,3081698,NA
56d7fbc053a7ddfc01f90600,Ashok,England,"Funk, Jazz, Hip Hop",Filthy Lucre,,FALSE,,,,49,2418513,NA
56d7fdfb53a7ddfc01f90948,B.A.P,"South Korea, Seoul","K-Pop, Hip Hop, R&B, Rock",NA,Group,FALSE,2012,,,16058,NULL,"Hip hop music, K-pop, Contemporary R&B, Rock music"
56d7feda53a7ddfc01f90aa0,Bambú,Spain,Hip Hop,NA,,FALSE,,,,NULL,NULL,NA
56d7fedc53a7ddfc01f90aa2,Bambu,"United States, California, Los Angeles",Hip Hop,Beatrock Music,Person,FALSE,,,Male,591,1128599,NA
56d7fe4153a7ddfc01f90996,Baby Blue (UK),"England, London","Hip Hop, R&B, Soul",Universal Records,,FALSE,,,,2221,NULL,"British hip hop, Rhythm and blues, Grime music, Soul music"
56d7fe4353a7ddfc01f9099b,Baby Boy Da Prince,"United States, Louisiana, New Orleans",Hip Hop,Universal Republic,Person,FALSE,1986,,Male,529,1100769,Hip hop music
56d7fe4953a7ddfc01f909ac,Baby Rasta Y Gringo,Puerto Rico,"Reggaeton, Hip Hop","Eme Music, Universal Music",Group,FALSE,,,,431612,692645,NA
56d7fe4a53a7ddfc01f909b0,Baby Rasta,Puerto Rico,"Reggaeton, Hip Hop","Eme Music, Universal Music",Person,FALSE,,,,46584,NULL,Reggaeton
56d7fe4d53a7ddfc01f909b2,Babydoll,"United States, Georgia, Atlanta",R&B,NA,,FALSE,,,,215,NULL,NA
56d7fe4e53a7ddfc01f909b4,Baby Washington,"United States, South Carolina, Bamberg","R&B, Soul","Chess Records, Ace Records",Person,FALSE,1940-11-13,,Female,75,393688,"Rhythm and blues, Soul music"
56d7fbfd53a7ddfc01f90644,Assassin (FR),"France, Île-de-France, Paris",Hip Hop,"Delabel, Livin' Astro",Group,FALSE,1985,,,17429,157016,NA
56d7fc0b53a7ddfc01f9065a,Aste,"Finland, Kymenlaakso, Kouvola",Hip Hop,"Löyly-Viihde, Warner Music Group",Person,FALSE,1985-06-24,,Male,4797,794279,NA
56d7fc0b53a7ddfc01f9065e,Aston Merrygold,"England, Cambridgeshire, Peterborough",R&B,Epic Records,Person,FALSE,1988-02-13,,Male,8574,865398,NA
