deezerFans,id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender
18092,56d81eaa53a7ddfc01f937d1,Deuce,"United States, California, Los Angeles","Rock, Hip Hop",NA,Group,FALSE,1978,unknown,unknown
17907,56d8213d53a7ddfc01f93b7c,DJ Koze,"Germany, Schleswig-Holstein, Flensburg","Techno, Tech House, Minimal Techno, Hip Hop","Kompakt, Pampa Records",Person,FALSE,1972,unknown,Male
17429,56d7fbfd53a7ddfc01f90644,Assassin (FR),"France, Île-de-France, Paris",Hip Hop,"Delabel, Livin' Astro",Group,FALSE,1985,unknown,unknown
17329,56d8093053a7ddfc01f9196f,Brooke Candy,"United States, California, Oxnard",Hip Hop,Independent,Person,FALSE,1989-07-20,unknown,Female
16534,56d81a8d53a7ddfc01f931f3,Das EFX,"United States, Virginia, Petersburg",Hip Hop,EastWest Records America,Group,FALSE,1988,unknown,unknown
16523,56d8159153a7ddfc01f92a62,Corbin Bleu,"United States, New York, Brooklyn","Pop, R&B",Hollywood Records,Person,FALSE,1989-02-21,unknown,Male
16328,56d81cc653a7ddfc01f93510,Death Grips,"United States, California, Sacramento",Experimental Hip Hop,"Warp Records, Epic Records, Harvest Records",Group,FALSE,2010-12-21,unknown,unknown
16058,56d7fdfb53a7ddfc01f90948,B.A.P,"South Korea, Seoul","K-Pop, Hip Hop, R&B, Rock",NA,Group,FALSE,2012,unknown,unknown
16005,56d80c3153a7ddfc01f91db5,Capital Kings,"United States, Washington, D.C.",Christian Hip Hop,Gotee Records,Group,FALSE,2010,unknown,unknown
15942,56d8010b53a7ddfc01f90db9,Belleruche,England,Contemporary R&B,Tru Thoughts,Group,FALSE,unknown,unknown,unknown
15879,56d81e1153a7ddfc01f936cd,Dendemann,"Germany, North Rhine-Westphalia, Menden",Hip Hop,NA,Person,FALSE,1974-06-27,unknown,Male
15571,56d80d5a53a7ddfc01f91f87,Casey Veggies,"United States, California, Los Angeles",Alternative Hip Hop,NA,Person,FALSE,1993-07-18,unknown,Male
14362,56d80a1353a7ddfc01f91ab1,Buka,"Poland, Pomeranian Voivodeship, Gdańsk",Hip Hop,Max Flo Records,Person,FALSE,unknown,unknown,unknown
14346,56d7fc8c53a7ddfc01f90727,Attack Attack!,"United States, Ohio, Columbus","Post-Hardcore, Electronica, Electro, Dubstep, Dance, Metalcore, R&B",Rise Records,Group,TRUE,2005,2013,unknown
14148,56d8263c53a7ddfc01f942e2,Edyta Górniak,"Poland, Lower Silesian Voivodeship, Ziębice","Pop, R&B","EMI, Toshiba-EMI, Virgin Records",Person,FALSE,1972-11-14,unknown,Female
13456,56d7ef6756847be81b3e8c53,Aesop Rock,"United States, New York, New York City","Underground Hip Hop, Alternative Hip Hop, Hip Hop","Mush Records, Definitive Jux",Person,FALSE,1976-05-11,unknown,Male
13016,56d80e1a53a7ddfc01f92098,CeCe Winans,"United States, Michigan, Detroit","Contemporary Christian, Gospel, R&B, Worship","Atlantic Records, Sparrow Records",Person,FALSE,1964-10-08,unknown,Female
12638,56d809ec53a7ddfc01f91a6c,Buddy Miles,"United States, Nebraska, Omaha","Rock, R&B, Funk",Mercury Records,Person,TRUE,1947-09-05,2008-02-26,Male
12616,56d7e9d76b60c09814f93f8e,A.B.N.,"United States, Texas, Houston",Hip Hop,Rap-A-Lot Records,Group,FALSE,unknown,unknown,unknown
12504,56d8195553a7ddfc01f9301c,Danger Mouse,"United States, New York, White Plains","Hip Hop, Alternative Rock, Neo-Psychedelia, Electronica, Neo Soul, Alternative Hip Hop, Indie Rock, Folk Rock, Ambient","Capitol Records, EMI, Lex Records",Person,FALSE,1977-07-29,unknown,Male
12409,56d8227953a7ddfc01f93d75,Donatan,"Poland, Lesser Poland Voivodeship, Kraków","Hip Hop, Folk",Urban Rec,Person,FALSE,1983-09-02,unknown,Male
12174,56d8030653a7ddfc01f910a8,Bilderbuch,"Austria, Upper Austria, Kremsmünster","Rock, Art Punk, Progressive Rock, Indie Rock, Hip Hop",NA,Group,FALSE,2005,unknown,unknown
11887,56d7f69353a7ddfc01f8fddd,Ana Tijoux,Chile,"Hip Hop, Pop, Trip Hop, Contemporary R&B, R&B","Nacional Records, Relativity Records",Person,FALSE,1977-06-12,unknown,Female
11885,56d8076f53a7ddfc01f916a0,Boss AC,"Cape Verde, São Vicente Island, Mindelo","Singer-Songwriter, Hip Hop",EMI,Person,FALSE,unknown,unknown,unknown
11834,56d7f4be53a7ddfc01f8fac8,All Saints,"England, London","Hip Hop, Dance, R&B, Urban Contemporary","London Records, Parlophone",Group,FALSE,1993,unknown,unknown
11734,56d7ef6b56847be81b3e8c5f,Afrika Bambaataa,"United States, New York, The Bronx","Hip Hop, Electro",Boo-Hooray Records,Person,FALSE,1957-04-19,unknown,Male
11110,56d8249a53a7ddfc01f940b6,Dwele,"United States, Michigan, Detroit","Jazz, Neo Soul, R&B, Soul","Virgin Records, E1 Music",Person,FALSE,1978-02-14,unknown,Male
10324,56d8223e53a7ddfc01f93d21,Don Choa,France,Hip Hop,Sony BMG,Person,FALSE,1974,unknown,Male
10200,56d806c053a7ddfc01f91592,Bocafloja,"Mexico, Mexico City","Hip Hop, Spoken Word","Nomadic Sound System, Quilomboarte",unknown,FALSE,unknown,unknown,unknown
10193,56d805aa53a7ddfc01f91425,Blu Cantrell,"United States, Rhode Island, Providence","R&B, Soul",Arista,Person,FALSE,1976-10-01,unknown,Female
9507,56d7efc256847be81b3e8d0d,Agnes,"Sweden, Västergötland, Vänersborg","Pop, Dance, R&B, Electropop","Ariola, Columbia, Roxy Recordings",Person,FALSE,1988-03-06,unknown,Female
9448,56d7ef8756847be81b3e8c69,Afrob,"Germany, Baden-Württemberg, Stuttgart",Hip Hop,Four Music,Person,FALSE,1977-08-01,unknown,Male
9315,56d8187753a7ddfc01f92eb4,Da Weasel,"Portugal, Setúbal, Almada","Hip Hop, Rock",EMI,Group,TRUE,1993,2010-12-09,unknown
9240,56d8094253a7ddfc01f9198a,Brotha Lynch Hung,"United States, California, Sacramento","Hip Hop, Horrorcore, Underground Hip Hop",Strange Music,Person,FALSE,1969-01-10,unknown,Male
9197,56d7fdf153a7ddfc01f90932,B-Real,"United States, California, South Gate",Hip Hop,Columbia,Person,FALSE,1970-06-02,unknown,Male
9053,56d7eac926a8a3040c6869cb,Aaron Neville,"United States, Louisiana, New Orleans","R&B, Soul, Gospel",A&M Records,Person,FALSE,1941-01-24,unknown,Male
8874,56d803b953a7ddfc01f91161,Billy Preston,"United States, Texas, Houston","Funk, Gospel, R&B, Rock, Soul","A&M Records, Apple Records, Buddah Records, Capitol Records, Motown, Vee-Jay Records",Person,TRUE,1946-09-02,2006-06-06,Male
8574,56d7fc0b53a7ddfc01f9065e,Aston Merrygold,"England, Cambridgeshire, Peterborough",R&B,Epic Records,Person,FALSE,1988-02-13,unknown,Male
8295,56d8191553a7ddfc01f92faf,Dan Le Sac Vs Scroobius Pip,"England, Essex, Stanford-le-Hope","Electronic, Hip Hop",Lex Records,Group,TRUE,2007,2014-09,unknown
7974,56d8136a53a7ddfc01f92728,Clawfinger,Sweden,"Crossover, Rap Metal","Nuclear Blast, Supersonic, WEA",Group,TRUE,1989,2013-08-24,unknown
7894,56d8223453a7ddfc01f93d0a,Don And Juan,"United States, New York, Brooklyn","Singer-Songwriter, Pop, Soul, R&B, Vocal","Twirl Records, Big Top Records, Collectables",Group,FALSE,unknown,unknown,unknown
7593,56d80b0953a7ddfc01f91c02,Cab Calloway,"United States, New York, Rochester","Jazz, Scat, Swing, R&B, Soul, Big Band, Trad Jazz, Vocal Jazz","Columbia, Proper Records, RCA Victor",Person,TRUE,1907-12-25,1994-11-18,Male
6425,56d7ef4b56847be81b3e8c21,Aer,"United States, Massachusetts, Wayland",Hip Hop,NA,Group,FALSE,unknown,unknown,unknown
6292,56d7f4e353a7ddfc01f8fb14,Allen Toussaint,"United States, Louisiana, New Orleans","R&B, Soul, Jazz, Funk, Blues","RCA Victor, Reprise Records, Elektra, Warner Bros. Records, Nonesuch",Person,TRUE,1938-01-14,2015-11-10,Male
6215,56d809bf53a7ddfc01f91a33,Buck 65,"Canada, Nova Scotia, Mount Uniacke","Hip Hop, Rock",Warner Music Canada,Person,FALSE,1972-03-04,unknown,Male
6105,56d814ef53a7ddfc01f92976,Con Funk Shun,"United States, California, Vallejo","Funk, R&B, Soul",Mercury Records,Group,FALSE,unknown,unknown,unknown
6075,56d81e4b53a7ddfc01f93747,Derek Minor,"United States, Michigan, Pontiac","Christian Hip Hop‎, Hip Hop","Christlike Entertainment, Reflection Music Group, Reach Records",Person,FALSE,1983-12-16,unknown,Male
5948,56d8184653a7ddfc01f92e46,D-Bo,"Germany, Berlin, Berlin",Hip Hop,"ersguterjunge, Wolfpack Entertainment",Person,FALSE,1978-06-06,unknown,Male
5824,56d820be53a7ddfc01f93aa0,Dispatch,"United States, Vermont, Middlebury","Jam Band, Indie Folk, Roots Rock, Reggae, Rap Rock, Ska",Universal Records,Group,FALSE,1996,unknown,unknown
5810,56d7ee8656847be81b3e8ad8,Active Member,"Greece, Attica, Athens",Hip Hop,"Warner Bros. Records, Freestyle Productions",Group,FALSE,1992-06-20,unknown,unknown
5748,56d826bb53a7ddfc01f94380,El DeBarge,"United States, Michigan, Grand Rapids","R&B, Pop, Soul","Gordy, Motown, Warner Bros. Records, Interscope Records",Person,FALSE,1961-06-04,unknown,Male
5538,56d7fb9153a7ddfc01f905a5,ASD,Germany,Hip Hop,Capitol Records,Group,FALSE,unknown,unknown,unknown
5428,56d8099e53a7ddfc01f91a16,Brädi,"Finland, Päijänne Tavastia, Lahti",Hip Hop,Rähinä Records,Person,FALSE,1979-04-09,unknown,Male
5401,56d8035d53a7ddfc01f910fa,Bill Wyman,"England, London, Lewisham","Rock, Rock 'N' Roll, Swing, R&B, Jazz, Blues, Skiffle","Koch Records, Rolling Stones Records, BMG",Person,FALSE,1936-10-24,unknown,Male
5399,56d8052a53a7ddfc01f91373,Bligg,"Switzerland, Zurich, Schwamendingen",Hip Hop,"Universal Music, Nation Music",Person,FALSE,1976-09-30,unknown,Male
5236,56d81a8753a7ddfc01f931ea,Daryl Hall,"United States, Pennsylvania, Pottstown","Rock, R&B, Soul","Atlantic Records, RCA Records, Epic Records, Arista",Person,FALSE,1946-10-11,unknown,Male
5151,56d8164e53a7ddfc01f92b6d,Cr7z,Germany,Hip Hop,58muzik,unknown,FALSE,unknown,unknown,unknown
5110,56d8073453a7ddfc01f91648,Booker T. & The MG's,"United States, Tennessee, Memphis","Blues, R&B, Soul, Instrumental Rock","Atlantic Records, Stax Records, Volt Records",Group,FALSE,1962,unknown,unknown
5019,56d82b8c53a7ddfc01f94a0d,Evol Intent,"United States, Georgia, Atlanta","Drum And Bass, Dubstep, Hip Hop, IDM",Renegade Hardware,Group,FALSE,2000,unknown,unknown
4987,56d81ba553a7ddfc01f93369,David Ruffin,"United States, Mississippi, Whynot",R&B,Motown,Person,TRUE,1941-01-18,1991-06-01,Male
4940,56d81a9453a7ddfc01f93202,Das Bo,"Germany, Hamburg, Hamburg",Hip Hop,Yo Mama's Recording,Person,FALSE,1976,unknown,unknown
4871,56d804aa53a7ddfc01f9129e,Black Thought,"United States, Pennsylvania, Philadelphia",Hip Hop,NA,Person,FALSE,1971-10-03,unknown,Male
4797,56d7fc0b53a7ddfc01f9065a,Aste,"Finland, Kymenlaakso, Kouvola",Hip Hop,"Löyly-Viihde, Warner Music Group",Person,FALSE,1985-06-24,unknown,Male
4770,56d81dcb53a7ddfc01f93681,Deltron 3030,"United States, California","Avant-garde, Hip Hop",75 Ark,Group,FALSE,2000,unknown,unknown
4697,56d8085f53a7ddfc01f91818,Brenda Russell,"United States, New York, Brooklyn","Adult Contemporary, Jazz, R&B, Soul, Soul","A&M Records, EMI, Hidden Beach, Warner Bros. Records",Person,FALSE,1949-04-08,unknown,Female
4629,56d8177153a7ddfc01f92d12,Crystal Waters,"United States, Pennsylvania, Philadelphia","Singer-Songwriter, House, Contemporary R&B",Mercury Records,Person,FALSE,1964-10-10,unknown,Female
4619,56d804af53a7ddfc01f912ab,Black Violin,"United States, Florida","Classical, Hip Hop",Independent,Group,FALSE,2004,unknown,unknown
4610,56d7ef6356847be81b3e8c4b,Afgan,"Indonesia, Jakarta","Nu Jazz, Pop, R&B",NA,unknown,FALSE,unknown,unknown,unknown
4558,56d7f42753a7ddfc01f8f9ed,Ali,"United States, Missouri, St. Louis",Hip Hop,"Derrty Entertainment, Universal Records",Person,FALSE,1971-07-13,unknown,Male
4372,56d8214153a7ddfc01f93b8c,DJ Logic,"United States, New York, The Bronx",Hip Hop,"Relix Records, Ropeadope Records",Person,FALSE,1972,unknown,Male
4329,56d7e9b76b60c09814f93f46,A Taste Of Honey,"United States, California, Los Angeles","R&B, Disco, Adult Contemporary","One Way Records, Capitol Records",Group,TRUE,1971,1982,unknown
4325,56d8257a53a7ddfc01f941df,Ed Drewett,"England, Essex, Harlow","R&B, Pop",Virgin,Person,FALSE,1988-04-01,unknown,Male
4302,56d81d7153a7ddfc01f935f6,Def Con Dos,"Spain, Madrid","Nu Metal, Rap Metal, Rap Rock, Rapcore",Strawberry Hardcore,Group,FALSE,1989,unknown,unknown
4254,56d806ea53a7ddfc01f915e1,Bomfunk MC's,Finland,"Hip Hop, Breakbeat",Epidrome,Group,FALSE,1997,unknown,unknown
4161,56d80e6853a7ddfc01f9212a,Ces Cru,"United States, Missouri, Kansas City",Hip Hop,Strange Music,Group,FALSE,unknown,unknown,unknown
4098,56d81d0553a7ddfc01f93540,DeBarge,"United States, Michigan, Grand Rapids","R&B, Soul","Gordy, Motown",Group,TRUE,1979,1989,unknown
3937,56d81da653a7ddfc01f9364a,Delegation,England,"Funk, Soul, R&B",Epic Records,Group,TRUE,1975,1999,unknown
3792,56d80c2a53a7ddfc01f91da7,Capicua,"Portugal, Porto, Porto",Hip Hop,NA,unknown,FALSE,unknown,unknown,unknown
3729,56d7ff6053a7ddfc01f90b5c,Barbara Moleko,"Denmark, Region Hovedstaden‎, Copenhagen","Pop, Soul, R&B",Sony Music,Person,FALSE,1987,unknown,Female
3617,56d81b0153a7ddfc01f9329e,"David ""Honeyboy"" Edwards","United States, Mississippi, Shaw","Blues, Delta Blues, Jazz, R&B, Soul, Folk","Folkways Records, Blue Horizon, Epic Records, Earwig Music, Testament Records",Person,TRUE,1915-06-28,2011-08-29,Male
3485,56d805a853a7ddfc01f91421,Blu,"United States, California, San Pedro",Hip Hop,NA,Person,FALSE,1983-04-15,unknown,Male
3324,56d8195053a7ddfc01f93010,Danforth,"France, Île-de-France, Paris","Hardcore Punk, Rapcore",Deadlight Entertainment,Group,FALSE,2003,unknown,unknown
3288,56d81f7c53a7ddfc01f938fb,Die Firma,"Germany, North Rhine-Westphalia, Cologne",Hip Hop,"LaCosaMia, V2 Records",Group,FALSE,1996,unknown,unknown
3187,56d804a153a7ddfc01f91291,Black Sheep,"United States, New York, Queens",Hip Hop,Mercury Records,Group,FALSE,2002-10,unknown,unknown
3130,56d8195553a7ddfc01f9301e,Dangerkids,"United States, Ohio, Dayton","Rap Metal, Post-Hardcore, Electronicore, Metalcore, Nu Metal",Rise Records,Group,FALSE,2012-05,unknown,unknown
3037,56d80a8353a7ddfc01f91b53,Busdriver,"United States, California, Los Angeles","Hip Hop, Experimental","Epitaph Records, ANTI-, Mush Records, Fake Four Inc.",Person,FALSE,1978-02-12,unknown,Male
2877,56d8223253a7ddfc01f93d05,Domo Genesis,"United States, California, Los Angeles",Alternative Hip Hop,NA,Person,FALSE,1991-03-09,unknown,Male
2784,56d7feb153a7ddfc01f90a44,Bahamadia,"United States, Pennsylvania, Philadelphia","Hip Hop, Jazz","Chrysalis Records, E1 Music",Person,FALSE,1970,unknown,Female
2742,56d8231d53a7ddfc01f93e68,Down AKA Kilo,"United States, California, Oxnard",Hip Hop,NA,Person,FALSE,1985-01-13,unknown,unknown
2715,56d8132d53a7ddfc01f926c6,"Clarence ""Gatemouth"" Brown","United States, Louisiana, Vinton","Blues, Cajun, Country, R&B, Soul, Southern Rock, Swing","Aladdin Records, Alligator Records, Black And Blue, Chess Records, Orbis, Peacock Records, P-Vine Special, Rounder Records",Person,TRUE,1924-04-18,2005-09-10,Male
2677,56d7fb7653a7ddfc01f9056d,Aryay,United States,"Electronic, Hip Hop",OWSLA,Person,FALSE,unknown,unknown,Male
2642,56d8023e53a7ddfc01f90f76,Bettye LaVette,"United States, Michigan, Muskegon","Blues, Soul, R&B","Atlantic Records, Motown, ANTI-",Person,FALSE,1946-01-29,unknown,Female
2577,56d7eec856847be81b3e8b30,Adam Tensta,"Sweden, Stockholm, Tensta",Hip Hop,K-Werks,Person,FALSE,1983-08-01,unknown,Male
2574,56d7fc6653a7ddfc01f906e6,ATL,"United States, Georgia, Atlanta","Hip Hop, R&B",Sony Music Entertainment,Group,FALSE,unknown,unknown,unknown
2445,56d82b8353a7ddfc01f949f4,Evil Nine,"England, East Sussex, Brighton","Breakbeat, House, Hip Hop","For Lovers, Marine Parade",Group,FALSE,1998,unknown,unknown
2414,56d7fc1a53a7ddfc01f90680,Astronautalis,"United States, Florida, Jacksonville","Alternative Hip Hop, Indie Rock","Eyeball Records, Fake Four Inc.",Person,FALSE,1981-12-13,unknown,Male
2318,56d8222d53a7ddfc01f93cfb,Domino,"United States, Missouri, St. Louis",Hip Hop,"Def Jam Recordings, Columbia, MCA Records, Thump Records",Person,FALSE,unknown,unknown,Female
2290,56d8043153a7ddfc01f911fc,Bizzy Bone,"United States, Ohio, Columbus","Midwest Rap, Hip Hop","Ruthless Records, Relativity Records, Epic Records, Thump Records, Virgin Records, Sumerian Records",Person,FALSE,1976-09-12,unknown,Male
2288,56d811bd53a7ddfc01f92572,Christopher Jackson,"United States, New York, New York City","Ballad, Pop, R&B",Yellow Sound Label,unknown,FALSE,unknown,unknown,unknown
2279,56d817fa53a7ddfc01f92dd8,CYNE,"United States, Florida, Gainesville",Hip Hop,"Hometapes, City Centre Offices",Group,FALSE,2000,unknown,unknown
2257,56d7e9f46b60c09814f93fd2,Aaradhna,"New Zealand, Porirua","Pop, R&B, Soul",Dawn Raid Entertainment,Person,FALSE,1983-12-20,unknown,Female
2246,56d80e5553a7ddfc01f92101,Centr,"Russia, Moscow",Hip Hop,Монолит,Group,FALSE,2003,unknown,unknown
2221,56d7fe4153a7ddfc01f90996,Baby Blue (UK),"England, London","Hip Hop, R&B, Soul",Universal Records,unknown,FALSE,unknown,unknown,unknown
2160,56d823a953a7ddfc01f93f1b,Dream (US),"United States, California, Los Angeles","Pop, R&B","Warner Music Group, Bad Boy Entertainment",Group,TRUE,1998,2016-10-05,unknown
2138,56d81f1253a7ddfc01f93859,Diabolic (US-NY),"United States, New York, Long Island",Hip Hop,Viper Records,Person,FALSE,unknown,unknown,Male
2130,56d825ac53a7ddfc01f94238,Eddie Murphy,"United States, New York, Brooklyn","Comedy, R&B",Columbia,Person,FALSE,1961-04-03,unknown,Male
2104,56d8137b53a7ddfc01f9274e,Clement Marfo & The Frontline,"England, London","Hip Hop, Rock, Grime",Warner Music Group,unknown,FALSE,unknown,unknown,unknown
2081,56d80b4653a7ddfc01f91c5d,Cage (DE),"United States, New York, Middletown","Rock, Alternative Rock, Hip Hop","Columbia, Fondle 'Em Records, Definitive Jux",Person,FALSE,1973-05-04,unknown,Male
2061,56d81e2f53a7ddfc01f93716,Denyo,"Germany, Hamburg, Hamburg",Hip Hop,Universal Music,Person,FALSE,1977,unknown,Male
1912,56d7feb153a7ddfc01f90a43,Baha Men,"The Bahamas, Nassau","World Music, Junkanoo, Dance, Pop, Reggae Fusion, Reggae, Soca, Hip Hop, Pop-Rap","EMI, Rough Trade, S-Curve Records, Sony Music Entertainment",Group,FALSE,1991,unknown,unknown
1900,56d7f59053a7ddfc01f8fc38,Amanda Marshall,"Canada, Ontario, Toronto","Adult Contemporary, R&B",NA,Person,FALSE,1972-08-29,unknown,Female
1884,56d7f75853a7ddfc01f8ff14,Andrew Huang,"Canada, Ontario, Toronto","Hip Hop, Electronic, Pop",Independent,Person,FALSE,unknown,unknown,Male
1858,56d8051253a7ddfc01f91341,Blaze Ya Dead Homie,"United States, Michigan, Romeo",Hip Hop,Psychopathic Recordings,Person,FALSE,1976-04-27,unknown,Male
1826,56d8289553a7ddfc01f945bd,Emile Haynie,"United States, New York, Buffalo","Hip Hop, Pop",Interscope Records,Person,FALSE,1980-07-13,unknown,Male
1788,56d7f5af53a7ddfc01f8fc88,Amber,"The Netherlands, Gelderland, Ubbergen","Eurodance, House, R&B, Pop Rock",Tommy Boy,Person,FALSE,1969-05-09,unknown,Female
1688,56d8187c53a7ddfc01f92ebf,Da' T.R.U.T.H.,"United States, Pennsylvania, Philadelphia","Christian Hip Hop, Urban Contemporary Gospel",Cross Movement Records,Person,FALSE,1977-12-15,unknown,Male
1677,56d82ca853a7ddfc01f94ba6,Falconshield,"Sweden, Västerbotten, Umeå","Heavy Metal, Hip Hop, Parody",NA,unknown,FALSE,unknown,unknown,unknown
1652,56d8195053a7ddfc01f93011,Dane Rumble,"New Zealand, Auckland","Rock, Pop, Hip Hop",Warner Bros. Records,Person,FALSE,unknown,unknown,unknown
1614,56d7fe2e53a7ddfc01f90971,B5,"United States, Florida, St. Petersburg",R&B,"Bad Boy Records, Motown",Group,FALSE,unknown,unknown,unknown
1596,56d8225253a7ddfc01f93d3c,Don Johnson Big Band,"Finland, Uusimaa, Helsinki","Hip Hop, Jazz","Beat Black, Universal Music",Group,FALSE,unknown,unknown,unknown
1567,56d8259d53a7ddfc01f9421d,Eddie Hazel,"United States, New York, Brooklyn","Funk, Soul, R&B","P-Vine Records, Warner Bros. Records",Person,TRUE,1950-04-10,1992-12-23,Male
1506,56d81f7f53a7ddfc01f938fd,Die Goldenen Zitronen,"Germany, Hamburg, Hamburg","Alternative Rock, Experimental Rock, Hip Hop, Indie Rock, New Wave, Punk Rock, Singer-Songwriter","Vielklang, Buback, Weser Label, Cooking Vinyl",Group,FALSE,1984,unknown,unknown
1504,56d82bed53a7ddfc01f94aab,Eyedea & Abilities,"United States, Minnesota, Saint Paul",Hip Hop,Epitaph Records,Group,TRUE,1999,2010-10-16,unknown
1456,56d8073453a7ddfc01f91645,Booker T. Jones,"United States, Tennessee, Memphis","Soul, R&B, Blues, Instrumental Rock","Epic Records, A&M Records",Person,FALSE,1944-11-12,unknown,Male
1418,56d80f0e53a7ddfc01f92208,Charles Hamilton,"United States, Ohio, Cleveland",Hip Hop,"Turn First Records, Republic Records",Person,FALSE,1987-11-10,unknown,Male
1389,56d813e453a7ddfc01f927c1,Clouddead,"United States, Ohio, Cincinnati","Experimental, Hip Hop","Mush Records, Big Dada Records",Group,TRUE,1999,2004,unknown
1387,56d802c253a7ddfc01f9102f,Big Grams,United States,Experimental Hip Hop,Epic Records,Group,FALSE,2015,unknown,unknown
1385,56d807f453a7ddfc01f9176b,Brainpower,"The Netherlands, South Holland, Alphen aan den Rijn",Hip Hop,"Black Star Foundation, EMI, Lyric Recordings",Person,FALSE,1975-02-05,unknown,Male
1372,56d80f9d53a7ddfc01f922cd,Chebaleba,"Finland, Uusimaa, Helsinki",Hip Hop,"Löyly-Viihde, Monsp Records",Person,FALSE,1987-01-30,unknown,Male
1333,56d8292153a7ddfc01f94695,Endo,"United States, Florida, Miami","Alternative Metal, Nu Metal, Post-Grunge, Rap Metal",Columbia,Group,TRUE,1998,2007,unknown
