deezerFans,id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender,testDate,testYear
31205,56d81e1753a7ddfc01f936da,Deniece Williams,"United States, Indiana, Gary","Soul, R&B, Gospel","Columbia, Shanachie, Sparrow Records",Person,FALSE,1950-06-03,unknown,Female,1950,31205
29834,56d7fc7b53a7ddfc01f9070c,Atmosphere,"United States, Minnesota, Minneapolis",Hip Hop,"Rhymesayers Entertainment, Warner Music Group, Epitaph Records, Fat Beats Records",Group,FALSE,1994,unknown,unknown,1994,29834
28814,56d8168153a7ddfc01f92bdb,Crazy Town,"United States, California, Los Angeles","Alternative Rock, Nu Metal, Rap Rock","Columbia, Membran",Group,FALSE,1995,unknown,unknown,1995,28814
27564,56d8055753a7ddfc01f913be,Block B,"South Korea, Seoul","Hip Hop, Pop, Dance, K-Pop, R&B",Stardom,Group,FALSE,2011,unknown,unknown,2011,27564
26779,56d82c9e53a7ddfc01f94b97,Falco,"Austria, Vienna, Vienna","Singer-Songwriter, Pop, Rock, Glam Rock, New Wave, Hip Hop","A&M Records, Teldec, WEA, EMI, Sing Sing",Person,TRUE,1957-02-19,1998-02-06,Male,1957,26779
26499,56d803af53a7ddfc01f91154,Billy Ocean,"Trinidad and Tobago, Trinidad, Fyzabad","R&B, Pop, Soul","Jive Records, Epic Records",Person,FALSE,1950-01-21,unknown,Male,1950,26499
24907,56d7f07756847be81b3e8e09,Aketo,"France, Île-de-France, Deuil-la-Barre",French Hip Hop,Desh Musique,Person,FALSE,1980-08-30,unknown,Male,1980,24907
24377,56d826f053a7ddfc01f943df,Elastinen,"Finland, Uusimaa, Helsinki",Hip Hop,Rähinä Records,Person,FALSE,1981-04-18,unknown,Male,1981,24377
22276,56d80c1753a7ddfc01f91d87,Canon,"United States, Illinois, Chicago",Christian Hip Hop,Reflection Music Group,Person,FALSE,1989-03-01,unknown,Male,1989,22276
20689,56d8028f53a7ddfc01f91001,Big Boi,"United States, Georgia, Atlanta",Hip Hop,Def Jam Recordings,Person,FALSE,1975-02-01,unknown,Male,1975,20689
20632,56d803ed53a7ddfc01f9119e,Biohazard,"United States, New York, Brooklyn","Hardcore Punk, Heavy Metal, Rap Metal","Mercury Records, Nuclear Blast, Roadrunner Records, Sanctuary Records, Warner Bros. Records",Group,FALSE,1988,unknown,unknown,1988,20632
20525,56d8234053a7ddfc01f93e83,Down With Webster,"Canada, Ontario, Toronto","Rap Rock, Hip Hop, Pop Rock",Universal Motown,Group,FALSE,1998,unknown,unknown,1998,20525
19744,56d814bc53a7ddfc01f9290e,Colt Ford,"United States, Georgia, Athens",Country Rap,Average Joe's Entertainment,Person,FALSE,1970,unknown,Male,1970,19744
19704,56d80d7e53a7ddfc01f91fb1,Cassandra Steen,"Germany, Baden-Württemberg, Ostfildern","Soul, R&B, Pop",Universal Records,Person,FALSE,1980-02-09,unknown,Female,1980,19704
19465,56d8119d53a7ddfc01f92534,Christina Milian,"United States, New Jersey, Jersey City","Pop, R&B","Cash Money Records, Interscope Records, Def Jam Recordings, Island Records, MySpace Records, Radio Killa Records, The INC Records",Person,FALSE,1981-09-26,unknown,unknown,1981,19465
18201,56d805ef53a7ddfc01f9149c,Blumentopf,"Germany, Bavaria, Freising",Hip Hop,Four Music,Group,TRUE,1992,2016-10-22,unknown,1992,18201
18092,56d81eaa53a7ddfc01f937d1,Deuce,"United States, California, Los Angeles","Rock, Hip Hop",NA,Group,FALSE,1978,unknown,unknown,1978,18092
17907,56d8213d53a7ddfc01f93b7c,DJ Koze,"Germany, Schleswig-Holstein, Flensburg","Techno, Tech House, Minimal Techno, Hip Hop","Kompakt, Pampa Records",Person,FALSE,1972,unknown,Male,1972,17907
17429,56d7fbfd53a7ddfc01f90644,Assassin (FR),"France, Île-de-France, Paris",Hip Hop,"Delabel, Livin' Astro",Group,FALSE,1985,unknown,unknown,1985,17429
17329,56d8093053a7ddfc01f9196f,Brooke Candy,"United States, California, Oxnard",Hip Hop,Independent,Person,FALSE,1989-07-20,unknown,Female,1989,17329
16534,56d81a8d53a7ddfc01f931f3,Das EFX,"United States, Virginia, Petersburg",Hip Hop,EastWest Records America,Group,FALSE,1988,unknown,unknown,1988,16534
16523,56d8159153a7ddfc01f92a62,Corbin Bleu,"United States, New York, Brooklyn","Pop, R&B",Hollywood Records,Person,FALSE,1989-02-21,unknown,Male,1989,16523
16328,56d81cc653a7ddfc01f93510,Death Grips,"United States, California, Sacramento",Experimental Hip Hop,"Warp Records, Epic Records, Harvest Records",Group,FALSE,2010-12-21,unknown,unknown,2010,16328
16058,56d7fdfb53a7ddfc01f90948,B.A.P,"South Korea, Seoul","K-Pop, Hip Hop, R&B, Rock",NA,Group,FALSE,2012,unknown,unknown,2012,16058
16005,56d80c3153a7ddfc01f91db5,Capital Kings,"United States, Washington, D.C.",Christian Hip Hop,Gotee Records,Group,FALSE,2010,unknown,unknown,2010,16005
15879,56d81e1153a7ddfc01f936cd,Dendemann,"Germany, North Rhine-Westphalia, Menden",Hip Hop,NA,Person,FALSE,1974-06-27,unknown,Male,1974,15879
15571,56d80d5a53a7ddfc01f91f87,Casey Veggies,"United States, California, Los Angeles",Alternative Hip Hop,NA,Person,FALSE,1993-07-18,unknown,Male,1993,15571
14346,56d7fc8c53a7ddfc01f90727,Attack Attack!,"United States, Ohio, Columbus","Post-Hardcore, Electronica, Electro, Dubstep, Dance, Metalcore, R&B",Rise Records,Group,TRUE,2005,2013,unknown,2005,14346
14148,56d8263c53a7ddfc01f942e2,Edyta Górniak,"Poland, Lower Silesian Voivodeship, Ziębice","Pop, R&B","EMI, Toshiba-EMI, Virgin Records",Person,FALSE,1972-11-14,unknown,Female,1972,14148
13456,56d7ef6756847be81b3e8c53,Aesop Rock,"United States, New York, New York City","Underground Hip Hop, Alternative Hip Hop, Hip Hop","Mush Records, Definitive Jux",Person,FALSE,1976-05-11,unknown,Male,1976,13456
13016,56d80e1a53a7ddfc01f92098,CeCe Winans,"United States, Michigan, Detroit","Contemporary Christian, Gospel, R&B, Worship","Atlantic Records, Sparrow Records",Person,FALSE,1964-10-08,unknown,Female,1964,13016
12638,56d809ec53a7ddfc01f91a6c,Buddy Miles,"United States, Nebraska, Omaha","Rock, R&B, Funk",Mercury Records,Person,TRUE,1947-09-05,2008-02-26,Male,1947,12638
12504,56d8195553a7ddfc01f9301c,Danger Mouse,"United States, New York, White Plains","Hip Hop, Alternative Rock, Neo-Psychedelia, Electronica, Neo Soul, Alternative Hip Hop, Indie Rock, Folk Rock, Ambient","Capitol Records, EMI, Lex Records",Person,FALSE,1977-07-29,unknown,Male,1977,12504
12409,56d8227953a7ddfc01f93d75,Donatan,"Poland, Lesser Poland Voivodeship, Kraków","Hip Hop, Folk",Urban Rec,Person,FALSE,1983-09-02,unknown,Male,1983,12409
12174,56d8030653a7ddfc01f910a8,Bilderbuch,"Austria, Upper Austria, Kremsmünster","Rock, Art Punk, Progressive Rock, Indie Rock, Hip Hop",NA,Group,FALSE,2005,unknown,unknown,2005,12174
11887,56d7f69353a7ddfc01f8fddd,Ana Tijoux,Chile,"Hip Hop, Pop, Trip Hop, Contemporary R&B, R&B","Nacional Records, Relativity Records",Person,FALSE,1977-06-12,unknown,Female,1977,11887
11834,56d7f4be53a7ddfc01f8fac8,All Saints,"England, London","Hip Hop, Dance, R&B, Urban Contemporary","London Records, Parlophone",Group,FALSE,1993,unknown,unknown,1993,11834
11734,56d7ef6b56847be81b3e8c5f,Afrika Bambaataa,"United States, New York, The Bronx","Hip Hop, Electro",Boo-Hooray Records,Person,FALSE,1957-04-19,unknown,Male,1957,11734
11110,56d8249a53a7ddfc01f940b6,Dwele,"United States, Michigan, Detroit","Jazz, Neo Soul, R&B, Soul","Virgin Records, E1 Music",Person,FALSE,1978-02-14,unknown,Male,1978,11110
10324,56d8223e53a7ddfc01f93d21,Don Choa,France,Hip Hop,Sony BMG,Person,FALSE,1974,unknown,Male,1974,10324
10193,56d805aa53a7ddfc01f91425,Blu Cantrell,"United States, Rhode Island, Providence","R&B, Soul",Arista,Person,FALSE,1976-10-01,unknown,Female,1976,10193
9507,56d7efc256847be81b3e8d0d,Agnes,"Sweden, Västergötland, Vänersborg","Pop, Dance, R&B, Electropop","Ariola, Columbia, Roxy Recordings",Person,FALSE,1988-03-06,unknown,Female,1988,9507
9448,56d7ef8756847be81b3e8c69,Afrob,"Germany, Baden-Württemberg, Stuttgart",Hip Hop,Four Music,Person,FALSE,1977-08-01,unknown,Male,1977,9448
9315,56d8187753a7ddfc01f92eb4,Da Weasel,"Portugal, Setúbal, Almada","Hip Hop, Rock",EMI,Group,TRUE,1993,2010-12-09,unknown,1993,9315
9240,56d8094253a7ddfc01f9198a,Brotha Lynch Hung,"United States, California, Sacramento","Hip Hop, Horrorcore, Underground Hip Hop",Strange Music,Person,FALSE,1969-01-10,unknown,Male,1969,9240
9197,56d7fdf153a7ddfc01f90932,B-Real,"United States, California, South Gate",Hip Hop,Columbia,Person,FALSE,1970-06-02,unknown,Male,1970,9197
9053,56d7eac926a8a3040c6869cb,Aaron Neville,"United States, Louisiana, New Orleans","R&B, Soul, Gospel",A&M Records,Person,FALSE,1941-01-24,unknown,Male,1941,9053
8874,56d803b953a7ddfc01f91161,Billy Preston,"United States, Texas, Houston","Funk, Gospel, R&B, Rock, Soul","A&M Records, Apple Records, Buddah Records, Capitol Records, Motown, Vee-Jay Records",Person,TRUE,1946-09-02,2006-06-06,Male,1946,8874
8574,56d7fc0b53a7ddfc01f9065e,Aston Merrygold,"England, Cambridgeshire, Peterborough",R&B,Epic Records,Person,FALSE,1988-02-13,unknown,Male,1988,8574
8295,56d8191553a7ddfc01f92faf,Dan Le Sac Vs Scroobius Pip,"England, Essex, Stanford-le-Hope","Electronic, Hip Hop",Lex Records,Group,TRUE,2007,2014-09,unknown,2007,8295
7974,56d8136a53a7ddfc01f92728,Clawfinger,Sweden,"Crossover, Rap Metal","Nuclear Blast, Supersonic, WEA",Group,TRUE,1989,2013-08-24,unknown,1989,7974
7593,56d80b0953a7ddfc01f91c02,Cab Calloway,"United States, New York, Rochester","Jazz, Scat, Swing, R&B, Soul, Big Band, Trad Jazz, Vocal Jazz","Columbia, Proper Records, RCA Victor",Person,TRUE,1907-12-25,1994-11-18,Male,1907,7593
6292,56d7f4e353a7ddfc01f8fb14,Allen Toussaint,"United States, Louisiana, New Orleans","R&B, Soul, Jazz, Funk, Blues","RCA Victor, Reprise Records, Elektra, Warner Bros. Records, Nonesuch",Person,TRUE,1938-01-14,2015-11-10,Male,1938,6292
6215,56d809bf53a7ddfc01f91a33,Buck 65,"Canada, Nova Scotia, Mount Uniacke","Hip Hop, Rock",Warner Music Canada,Person,FALSE,1972-03-04,unknown,Male,1972,6215
6075,56d81e4b53a7ddfc01f93747,Derek Minor,"United States, Michigan, Pontiac","Christian Hip Hop‎, Hip Hop","Christlike Entertainment, Reflection Music Group, Reach Records",Person,FALSE,1983-12-16,unknown,Male,1983,6075
5948,56d8184653a7ddfc01f92e46,D-Bo,"Germany, Berlin, Berlin",Hip Hop,"ersguterjunge, Wolfpack Entertainment",Person,FALSE,1978-06-06,unknown,Male,1978,5948
5824,56d820be53a7ddfc01f93aa0,Dispatch,"United States, Vermont, Middlebury","Jam Band, Indie Folk, Roots Rock, Reggae, Rap Rock, Ska",Universal Records,Group,FALSE,1996,unknown,unknown,1996,5824
5810,56d7ee8656847be81b3e8ad8,Active Member,"Greece, Attica, Athens",Hip Hop,"Warner Bros. Records, Freestyle Productions",Group,FALSE,1992-06-20,unknown,unknown,1992,5810
5748,56d826bb53a7ddfc01f94380,El DeBarge,"United States, Michigan, Grand Rapids","R&B, Pop, Soul","Gordy, Motown, Warner Bros. Records, Interscope Records",Person,FALSE,1961-06-04,unknown,Male,1961,5748
5428,56d8099e53a7ddfc01f91a16,Brädi,"Finland, Päijänne Tavastia, Lahti",Hip Hop,Rähinä Records,Person,FALSE,1979-04-09,unknown,Male,1979,5428
5401,56d8035d53a7ddfc01f910fa,Bill Wyman,"England, London, Lewisham","Rock, Rock 'N' Roll, Swing, R&B, Jazz, Blues, Skiffle","Koch Records, Rolling Stones Records, BMG",Person,FALSE,1936-10-24,unknown,Male,1936,5401
5399,56d8052a53a7ddfc01f91373,Bligg,"Switzerland, Zurich, Schwamendingen",Hip Hop,"Universal Music, Nation Music",Person,FALSE,1976-09-30,unknown,Male,1976,5399
5236,56d81a8753a7ddfc01f931ea,Daryl Hall,"United States, Pennsylvania, Pottstown","Rock, R&B, Soul","Atlantic Records, RCA Records, Epic Records, Arista",Person,FALSE,1946-10-11,unknown,Male,1946,5236
5110,56d8073453a7ddfc01f91648,Booker T. & The MG's,"United States, Tennessee, Memphis","Blues, R&B, Soul, Instrumental Rock","Atlantic Records, Stax Records, Volt Records",Group,FALSE,1962,unknown,unknown,1962,5110
5019,56d82b8c53a7ddfc01f94a0d,Evol Intent,"United States, Georgia, Atlanta","Drum And Bass, Dubstep, Hip Hop, IDM",Renegade Hardware,Group,FALSE,2000,unknown,unknown,2000,5019
4987,56d81ba553a7ddfc01f93369,David Ruffin,"United States, Mississippi, Whynot",R&B,Motown,Person,TRUE,1941-01-18,1991-06-01,Male,1941,4987
4940,56d81a9453a7ddfc01f93202,Das Bo,"Germany, Hamburg, Hamburg",Hip Hop,Yo Mama's Recording,Person,FALSE,1976,unknown,unknown,1976,4940
4871,56d804aa53a7ddfc01f9129e,Black Thought,"United States, Pennsylvania, Philadelphia",Hip Hop,NA,Person,FALSE,1971-10-03,unknown,Male,1971,4871
4797,56d7fc0b53a7ddfc01f9065a,Aste,"Finland, Kymenlaakso, Kouvola",Hip Hop,"Löyly-Viihde, Warner Music Group",Person,FALSE,1985-06-24,unknown,Male,1985,4797
4770,56d81dcb53a7ddfc01f93681,Deltron 3030,"United States, California","Avant-garde, Hip Hop",75 Ark,Group,FALSE,2000,unknown,unknown,2000,4770
4697,56d8085f53a7ddfc01f91818,Brenda Russell,"United States, New York, Brooklyn","Adult Contemporary, Jazz, R&B, Soul, Soul","A&M Records, EMI, Hidden Beach, Warner Bros. Records",Person,FALSE,1949-04-08,unknown,Female,1949,4697
4629,56d8177153a7ddfc01f92d12,Crystal Waters,"United States, Pennsylvania, Philadelphia","Singer-Songwriter, House, Contemporary R&B",Mercury Records,Person,FALSE,1964-10-10,unknown,Female,1964,4629
4619,56d804af53a7ddfc01f912ab,Black Violin,"United States, Florida","Classical, Hip Hop",Independent,Group,FALSE,2004,unknown,unknown,2004,4619
4558,56d7f42753a7ddfc01f8f9ed,Ali,"United States, Missouri, St. Louis",Hip Hop,"Derrty Entertainment, Universal Records",Person,FALSE,1971-07-13,unknown,Male,1971,4558
4372,56d8214153a7ddfc01f93b8c,DJ Logic,"United States, New York, The Bronx",Hip Hop,"Relix Records, Ropeadope Records",Person,FALSE,1972,unknown,Male,1972,4372
4329,56d7e9b76b60c09814f93f46,A Taste Of Honey,"United States, California, Los Angeles","R&B, Disco, Adult Contemporary","One Way Records, Capitol Records",Group,TRUE,1971,1982,unknown,1971,4329
4325,56d8257a53a7ddfc01f941df,Ed Drewett,"England, Essex, Harlow","R&B, Pop",Virgin,Person,FALSE,1988-04-01,unknown,Male,1988,4325
4302,56d81d7153a7ddfc01f935f6,Def Con Dos,"Spain, Madrid","Nu Metal, Rap Metal, Rap Rock, Rapcore",Strawberry Hardcore,Group,FALSE,1989,unknown,unknown,1989,4302
4254,56d806ea53a7ddfc01f915e1,Bomfunk MC's,Finland,"Hip Hop, Breakbeat",Epidrome,Group,FALSE,1997,unknown,unknown,1997,4254
4098,56d81d0553a7ddfc01f93540,DeBarge,"United States, Michigan, Grand Rapids","R&B, Soul","Gordy, Motown",Group,TRUE,1979,1989,unknown,1979,4098
3937,56d81da653a7ddfc01f9364a,Delegation,England,"Funk, Soul, R&B",Epic Records,Group,TRUE,1975,1999,unknown,1975,3937
3729,56d7ff6053a7ddfc01f90b5c,Barbara Moleko,"Denmark, Region Hovedstaden‎, Copenhagen","Pop, Soul, R&B",Sony Music,Person,FALSE,1987,unknown,Female,1987,3729
3617,56d81b0153a7ddfc01f9329e,"David ""Honeyboy"" Edwards","United States, Mississippi, Shaw","Blues, Delta Blues, Jazz, R&B, Soul, Folk","Folkways Records, Blue Horizon, Epic Records, Earwig Music, Testament Records",Person,TRUE,1915-06-28,2011-08-29,Male,1915,3617
3485,56d805a853a7ddfc01f91421,Blu,"United States, California, San Pedro",Hip Hop,NA,Person,FALSE,1983-04-15,unknown,Male,1983,3485
3324,56d8195053a7ddfc01f93010,Danforth,"France, Île-de-France, Paris","Hardcore Punk, Rapcore",Deadlight Entertainment,Group,FALSE,2003,unknown,unknown,2003,3324
3288,56d81f7c53a7ddfc01f938fb,Die Firma,"Germany, North Rhine-Westphalia, Cologne",Hip Hop,"LaCosaMia, V2 Records",Group,FALSE,1996,unknown,unknown,1996,3288
3187,56d804a153a7ddfc01f91291,Black Sheep,"United States, New York, Queens",Hip Hop,Mercury Records,Group,FALSE,2002-10,unknown,unknown,2002,3187
3130,56d8195553a7ddfc01f9301e,Dangerkids,"United States, Ohio, Dayton","Rap Metal, Post-Hardcore, Electronicore, Metalcore, Nu Metal",Rise Records,Group,FALSE,2012-05,unknown,unknown,2012,3130
3037,56d80a8353a7ddfc01f91b53,Busdriver,"United States, California, Los Angeles","Hip Hop, Experimental","Epitaph Records, ANTI-, Mush Records, Fake Four Inc.",Person,FALSE,1978-02-12,unknown,Male,1978,3037
2877,56d8223253a7ddfc01f93d05,Domo Genesis,"United States, California, Los Angeles",Alternative Hip Hop,NA,Person,FALSE,1991-03-09,unknown,Male,1991,2877
2784,56d7feb153a7ddfc01f90a44,Bahamadia,"United States, Pennsylvania, Philadelphia","Hip Hop, Jazz","Chrysalis Records, E1 Music",Person,FALSE,1970,unknown,Female,1970,2784
2742,56d8231d53a7ddfc01f93e68,Down AKA Kilo,"United States, California, Oxnard",Hip Hop,NA,Person,FALSE,1985-01-13,unknown,unknown,1985,2742
2715,56d8132d53a7ddfc01f926c6,"Clarence ""Gatemouth"" Brown","United States, Louisiana, Vinton","Blues, Cajun, Country, R&B, Soul, Southern Rock, Swing","Aladdin Records, Alligator Records, Black And Blue, Chess Records, Orbis, Peacock Records, P-Vine Special, Rounder Records",Person,TRUE,1924-04-18,2005-09-10,Male,1924,2715
2642,56d8023e53a7ddfc01f90f76,Bettye LaVette,"United States, Michigan, Muskegon","Blues, Soul, R&B","Atlantic Records, Motown, ANTI-",Person,FALSE,1946-01-29,unknown,Female,1946,2642
2577,56d7eec856847be81b3e8b30,Adam Tensta,"Sweden, Stockholm, Tensta",Hip Hop,K-Werks,Person,FALSE,1983-08-01,unknown,Male,1983,2577
2445,56d82b8353a7ddfc01f949f4,Evil Nine,"England, East Sussex, Brighton","Breakbeat, House, Hip Hop","For Lovers, Marine Parade",Group,FALSE,1998,unknown,unknown,1998,2445
